country,region,year,birthrate,businesstaxrate,co2emissions,daystostartbusiness,easeofbusiness,energyusage,gdp,gdppercapita,healthexpgdp,healthexpcapita,hourstodotax,infantmortalityrate,internetusage,lendinginterest,lifeexpectancy,lifeexpectancyfemale,lifeexpectancymale,mobilephoneusage,numberofrecords,population0-14,population15-64,population65+,populationtotal,populationurban,tourisminbound,tourismoutbound
Sri Lanka,Asia,12/1/2008,0.02,62%,11892,40,,8942,$41B,"$2,014 ",3.40%,$68 ,256,0.01,0.06,0.189,74,77,71,54%,1,0.252,0.674,0.074,20.2M,18.30%,$1B,$1B
Bhutan,Asia,12/1/2008,0.02,41%,422,46,,,$1B,"$1,818 ",5.20%,$95 ,274,0.038,0.07,0.138,66,66,66,37%,1,0.312,0.645,0.043,0.7M,33.20%,$0B,$0B
Indonesia,Asia,12/1/2008,0.02,38%,412387,77,,186605,$510B,"$2,177 ",2.80%,$61 ,266,0.03,0.08,0.136,70,72,68,60%,1,0.3,0.65,0.049,234.2M,48.30%,$8B,$9B
Turkmenistan,Asia,12/1/2008,0.02,,55093,,,22669,$19B,"$3,919 ",1.90%,$81 ,,0.054,0.02,,65,69,61,23%,1,0.304,0.653,0.043,4.9M,47.80%,,
Mongolia,Asia,12/1/2008,0.02,34%,10029,13,,3156,$6B,"$2,136 ",6.40%,$136 ,204,0.032,0.10,0.206,66,70,62,67%,1,0.273,0.689,0.038,2.6M,65.60%,$0B,$0B
India,Asia,12/1/2008,0.02,70%,1811289,30,,632956,"$1,220B","$1,039 ",3.90%,$43 ,271,0.05,0.04,0.133,65,67,63,30%,1,0.31,0.641,0.049,"1,174.7M",30.20%,$12B,$12B
Bangladesh,Asia,12/1/2008,0.02,36%,46435,73,,27873,$80B,$538 ,3.50%,$19 ,302,0.043,0.03,0.164,69,69,68,30%,1,0.327,0.628,0.045,148.0M,29.00%,$0B,$1B
Maldives,Asia,12/1/2008,0.02,9%,1008,9,,,$2B,"$6,027 ",7.90%,$475 ,,0.014,0.23,0.13,76,77,75,139%,1,0.313,0.637,0.049,0.3M,37.60%,$2B,$0B
Kazakhstan,Asia,12/1/2008,0.02,42%,230438,21,,69983,$133B,"$8,485 ",3.90%,$332 ,271,0.023,0.11,,67,72,62,96%,1,0.245,0.684,0.071,15.7M,54.10%,$1B,$1B
Uzbekistan,Asia,12/1/2008,0.02,90%,120039,15,,50512,$28B,"$1,023 ",5.20%,$53 ,205,0.043,0.09,,68,71,64,46%,1,0.31,0.645,0.046,27.3M,36.30%,$0B,
Kyrgyzstan,Asia,12/1/2008,0.02,61%,5680,15,,2846,$5B,$966 ,6.10%,$60 ,202,0.03,0.16,0.199,69,73,65,65%,1,0.302,0.649,0.049,5.3M,35.30%,$1B,$0B
Nepal,Asia,12/1/2008,0.03,34%,3047,31,,9634,$13B,$478 ,6.10%,$27 ,408,0.04,0.02,0.08,66,67,65,16%,1,0.383,0.57,0.047,26.2M,16.20%,$0B,$1B
Philippines,Asia,12/1/2008,0.03,47%,75944,41,,40009,$174B,"$1,925 ",3.80%,$74 ,195,0.026,0.06,0.088,68,71,65,75%,1,0.36,0.604,0.036,90.4M,45.80%,$3B,$3B
Cambodia,Asia,12/1/2008,0.03,22%,3975,102,,3514,$10B,$743 ,5.50%,$41 ,137,0.042,0.01,,70,72,67,30%,1,0.332,0.62,0.048,13.9M,19.50%,$1B,$0B
Pakistan,Asia,12/1/2008,0.03,29%,156676,24,,82046,$170B,"$1,018 ",3.30%,$29 ,560,0.076,0.07,0.129,66,67,65,53%,1,0.365,0.593,0.043,167.0M,35.80%,$1B,$2B
Laos,Asia,12/1/2008,0.03,33%,1742,93,,,$5B,$887 ,4.10%,$36 ,560,0.063,0.04,0.24,66,67,65,33%,1,0.381,0.581,0.037,6.1M,30.80%,$0B,$0B
Tajikistan,Asia,12/1/2008,0.03,83%,3033,62,,2473,$5B,$709 ,5.60%,$40 ,224,0.048,0.09,0.237,67,70,63,51%,1,0.365,0.6,0.035,7.3M,26.50%,$0B,$0B
Timor-Leste,Asia,12/1/2008,0.04,33%,191,157,,,$1B,$672 ,8.60%,$55 ,640,0.056,0.00,0.131,65,66,63,12%,1,0.477,0.494,0.03,1.0M,28.20%,$0B,$0B
Afghanistan,Asia,12/1/2008,0.04,36%,3927,9,,,$10B,$377 ,9.70%,$35 ,275,0.079,0.02,0.149,59,60,57,29%,1,0.492,0.487,0.021,27.0M,23.90%,$0B,$0B
Macao SAR,Asia,12/1/2009,0.01,,1302,,,,$21B,"$40,860 ",,,,,0.54,0.053,80,82,77,199%,1,0.133,0.796,0.071,0.5M,100.00%,$18B,$1B
South Korea,Asia,12/1/2009,0.01,31%,509376,14,,229178,$902B,"$18,340 ",7.10%,"$1,204 ",250,0.004,0.82,0.056,81,84,77,100%,1,0.168,0.725,0.107,49.2M,81.80%,$13B,$16B
Japan,Asia,12/1/2009,0.01,55%,1100650,22,,472174,"$5,040B","$39,511 ",9.50%,"$3,746 ",355,0.002,0.78,0.017,83,86,80,91%,1,0.134,0.643,0.223,127.6M,89.70%,$13B,$35B
Singapore,Asia,12/1/2009,0.01,28%,24767,3,,28262,$192B,"$38,495 ",4.50%,"$1,704 ",84,0.002,0.69,0.054,82,84,79,139%,1,0.177,0.735,0.088,5.0M,100.00%,$9B,$16B
Thailand,Asia,12/1/2009,0.01,37%,276587,32,,107300,$264B,"$3,983 ",4.10%,$164 ,264,0.013,0.20,0.06,74,77,70,100%,1,0.199,0.715,0.086,66.3M,42.70%,$20B,$6B
China,Asia,12/1/2009,0.01,64%,7692211,38,,2286137,"$4,990B","$3,748 ",5.10%,$189 ,464,0.015,0.29,0.053,75,76,73,55%,1,0.184,0.734,0.082,"1,331.3M",47.90%,$43B,$47B
Hong Kong SAR,Asia,12/1/2009,0.01,23%,36996,6,,14933,$214B,"$30,691 ",,,80,,0.69,0.05,83,86,80,180%,1,0.124,0.749,0.127,7.0M,100.00%,$20B,$16B
North Korea,Asia,12/1/2009,0.01,,74686,,,19358,,,,,,0.025,,,69,72,65,0%,1,0.231,0.684,0.085,24.4M,60.10%,,
Georgia,Asia,12/1/2009,0.01,15%,6058,3,,3096,$11B,"$2,441 ",10.20%,$249 ,387,0.016,0.20,0.179,74,77,70,65%,1,0.173,0.684,0.143,4.4M,52.70%,$1B,$0B
Armenia,Asia,12/1/2009,0.01,39%,4353,14,,2610,$9B,"$2,914 ",4.50%,$132 ,581,0.017,0.15,0.188,75,78,71,74%,1,0.206,0.686,0.108,3.0M,63.80%,$0B,$0B
Azerbaijan,Asia,12/1/2009,0.02,41%,42629,10,,11937,$44B,"$4,950 ",5.90%,$288 ,376,0.035,0.27,0.2,70,73,67,86%,1,0.231,0.708,0.061,8.9M,53.20%,$1B,$0B
Vietnam,Asia,12/1/2009,0.02,40%,140057,39,,53450,$106B,"$1,232 ",6.50%,$72 ,"1,050",0.021,0.27,0.101,76,80,71,111%,1,0.24,0.694,0.065,86.0M,29.80%,$3B,$1B
Brunei,Asia,12/1/2009,0.02,30%,9094,116,,3043,$11B,"$27,212 ",2.80%,$766 ,144,0.008,0.49,0.055,78,80,76,105%,1,0.271,0.694,0.035,0.4M,75.10%,$0B,$0B
Myanmar,Asia,12/1/2009,0.02,,10392,,,14246,,,2.10%,$13 ,,0.045,0.00,0.17,64,66,62,1%,1,0.265,0.685,0.051,51.5M,30.90%,$0B,$0B
Malaysia,Asia,12/1/2009,0.02,34%,203882,18,,69858,$202B,"$7,269 ",3.90%,$285 ,145,0.007,0.56,0.051,75,77,72,109%,1,0.282,0.671,0.047,27.8M,70.10%,$17B,$7B
Sri Lanka,Asia,12/1/2009,0.02,62%,12831,40,,9082,$42B,"$2,057 ",3.30%,$68 ,256,0.01,0.09,0.157,74,77,71,79%,1,0.251,0.673,0.076,20.5M,18.30%,$1B,$1B
Indonesia,Asia,12/1/2009,0.02,38%,453106,63,,199782,$540B,"$2,274 ",2.80%,$64 ,266,0.029,0.07,0.145,70,72,68,69%,1,0.3,0.651,0.05,237.5M,49.10%,$6B,$7B
Bhutan,Asia,12/1/2009,0.02,41%,389,46,,,$1B,"$1,795 ",4.60%,$82 ,274,0.036,0.07,0.138,67,67,66,48%,1,0.305,0.651,0.044,0.7M,34.00%,$0B,$0B
Bangladesh,Asia,12/1/2009,0.02,35%,52328,43,,29131,$89B,$598 ,3.70%,$22 ,302,0.041,0.03,0.146,69,70,68,34%,1,0.322,0.632,0.046,149.5M,29.70%,$0B,$1B
Turkmenistan,Asia,12/1/2009,0.02,,48525,,,19873,$20B,"$4,060 ",2.10%,$86 ,,0.052,0.02,,65,69,61,43%,1,0.297,0.661,0.042,5.0M,48.10%,,
India,Asia,12/1/2009,0.02,66%,1982263,30,,698360,"$1,370B","$1,151 ",3.90%,$44 ,271,0.048,0.05,0.122,66,67,64,44%,1,0.306,0.644,0.05,"1,190.1M",30.60%,$11B,$9B
Kazakhstan,Asia,12/1/2009,0.02,35%,214087,20,,63417,$115B,"$7,146 ",4.50%,$328 ,271,0.021,0.18,,69,74,64,108%,1,0.247,0.685,0.068,16.1M,53.90%,$1B,$1B
Maldives,Asia,12/1/2009,0.02,9%,1067,9,,,$2B,"$6,209 ",7.60%,$475 ,,0.012,0.25,0.13,76,77,75,143%,1,0.306,0.644,0.05,0.3M,38.80%,$1B,$0B
Mongolia,Asia,12/1/2009,0.02,24%,11052,13,,3252,$5B,"$1,715 ",6.40%,$111 ,192,0.03,0.10,0.217,67,71,63,84%,1,0.271,0.691,0.038,2.7M,66.60%,$0B,$0B
Uzbekistan,Asia,12/1/2009,0.02,95%,116607,15,,44831,$33B,"$1,182 ",5.40%,$64 ,205,0.041,0.17,,68,71,65,60%,1,0.303,0.652,0.045,27.8M,36.20%,$0B,
Nepal,Asia,12/1/2009,0.02,33%,3506,31,,9986,$13B,$486 ,6.00%,$29 ,338,0.038,0.02,0.08,67,68,66,21%,1,0.377,0.574,0.048,26.5M,16.50%,$0B,$1B
Philippines,Asia,12/1/2009,0.03,47%,74785,42,,38102,$168B,"$1,828 ",4.30%,$78 ,195,0.026,0.09,0.086,69,72,65,82%,1,0.357,0.607,0.037,91.9M,45.50%,$3B,$3B
Kyrgyzstan,Asia,12/1/2009,0.03,59%,6480,11,,2484,$5B,$871 ,6.80%,$61 ,202,0.029,0.17,0.23,69,73,65,85%,1,0.301,0.653,0.046,5.4M,35.30%,$1B,$0B
Cambodia,Asia,12/1/2009,0.03,22%,4052,102,,4907,$10B,$735 ,6.30%,$46 ,173,0.039,0.01,,71,73,68,44%,1,0.324,0.627,0.049,14.1M,19.70%,$1B,$0B
Pakistan,Asia,12/1/2009,0.03,31%,157890,21,,83197,$168B,$988 ,3.00%,$28 ,560,0.075,0.08,0.145,66,67,65,56%,1,0.36,0.597,0.043,170.1M,36.20%,$1B,$1B
Laos,Asia,12/1/2009,0.03,32%,1811,93,,,$6B,$931 ,3.60%,$34 ,362,0.061,0.06,0.248,67,68,65,52%,1,0.374,0.588,0.037,6.3M,32.00%,$0B,$0B
Tajikistan,Asia,12/1/2009,0.03,84%,2893,38,,2333,$5B,$669 ,5.90%,$40 ,224,0.046,0.10,0.226,67,70,64,66%,1,0.362,0.604,0.034,7.4M,26.50%,$0B,$0B
Timor-Leste,Asia,12/1/2009,0.04,11%,183,157,,,$1B,$788 ,6.80%,$50 ,276,0.054,0.00,0.112,66,67,64,33%,1,0.476,0.494,0.03,1.0M,28.90%,$0B,$0B
Afghanistan,Asia,12/1/2009,0.04,36%,6524,7,,,$12B,$451 ,8.70%,$35 ,275,0.077,0.04,0.15,59,60,58,38%,1,0.49,0.489,0.021,27.7M,24.30%,$0B,$0B
Macao SAR,Asia,12/1/2010,0.01,,1030,,,,$28B,"$53,046 ",,,,,0.55,0.053,80,82,77,210%,1,0.127,0.801,0.072,0.5M,100.00%,$28B,$1B
South Korea,Asia,12/1/2010,0.01,29%,567567,14,,249964,"$1,090B","$22,060 ",7.30%,"$1,498 ",250,0.004,0.84,0.055,81,84,77,105%,1,0.162,0.727,0.111,49.4M,81.90%,$14B,$21B
Singapore,Asia,12/1/2010,0.01,25%,13520,3,,34280,$236B,"$46,487 ",4.10%,"$1,893 ",84,0.002,0.71,0.054,82,84,79,145%,1,0.173,0.736,0.09,5.1M,100.00%,$14B,$19B
Japan,Asia,12/1/2010,0.01,48%,1170715,22,,499092,"$5,500B","$43,154 ",9.60%,"$4,115 ",355,0.002,0.78,0.016,83,86,80,97%,1,0.133,0.638,0.23,127.5M,90.50%,$15B,$39B
Thailand,Asia,12/1/2010,0.01,37%,295282,32,,117429,$319B,"$4,804 ",3.80%,$183 ,264,0.013,0.22,0.059,74,77,71,108%,1,0.193,0.718,0.089,66.4M,44.10%,$24B,$7B
China,Asia,12/1/2010,0.01,64%,8286892,38,,2516731,"$5,930B","$4,433 ",5.00%,$216 ,358,0.014,0.34,0.058,75,76,74,63%,1,0.181,0.735,0.084,"1,337.7M",49.20%,$50B,$60B
Hong Kong SAR,Asia,12/1/2010,0.01,23%,36289,6,,13838,$229B,"$32,602 ",,,80,,0.72,0.05,83,86,80,196%,1,0.121,0.75,0.129,7.0M,100.00%,$27B,$18B
North Korea,Asia,12/1/2010,0.01,,71624,,,18794,,,,,,0.025,,,69,72,66,2%,1,0.227,0.686,0.088,24.5M,60.20%,,
Georgia,Asia,12/1/2010,0.01,15%,6241,3,,3122,$12B,"$2,614 ",10.10%,$267 ,387,0.015,0.27,0.158,74,77,70,91%,1,0.173,0.685,0.142,4.5M,52.90%,$1B,$0B
Armenia,Asia,12/1/2010,0.01,39%,4221,14,,2483,$9B,"$3,125 ",4.60%,$143 ,581,0.016,0.25,0.192,75,78,71,130%,1,0.205,0.689,0.105,3.0M,63.60%,$0B,$0B
Vietnam,Asia,12/1/2010,0.02,33%,150230,38,,58912,$116B,"$1,334 ",6.90%,$83 ,941,0.021,0.31,0.131,76,80,71,125%,1,0.235,0.7,0.065,86.9M,30.40%,$4B,$1B
Brunei,Asia,12/1/2010,0.02,17%,9160,105,,3240,$12B,"$30,880 ",2.70%,$844 ,144,0.008,0.53,0.055,78,80,76,109%,1,0.266,0.697,0.037,0.4M,75.50%,,
Myanmar,Asia,12/1/2010,0.02,,8995,,,13997,,,1.90%,$15 ,,0.044,0.00,0.17,65,67,63,1%,1,0.261,0.688,0.051,51.9M,31.40%,$0B,$0B
Azerbaijan,Asia,12/1/2010,0.02,41%,45731,8,,11586,$53B,"$5,843 ",5.30%,$310 ,306,0.034,0.46,0.207,71,74,67,100%,1,0.227,0.714,0.059,9.1M,53.40%,$1B,$1B
Sri Lanka,Asia,12/1/2010,0.02,97%,12710,37,,9844,$50B,"$2,400 ",3.40%,$82 ,256,0.009,0.12,0.102,74,77,71,84%,1,0.251,0.671,0.078,20.7M,18.30%,$1B,$1B
Malaysia,Asia,12/1/2010,0.02,34%,216804,17,,72645,$248B,"$8,771 ",4.00%,$345 ,145,0.007,0.56,0.05,75,77,72,120%,1,0.277,0.675,0.048,28.3M,70.90%,$18B,$8B
Indonesia,Asia,12/1/2010,0.02,32%,433989,50,,211296,$709B,"$2,946 ",2.90%,$86 ,266,0.027,0.11,0.133,70,72,68,88%,1,0.298,0.652,0.05,240.7M,49.90%,$8B,$8B
India,Asia,12/1/2010,0.02,65%,2008823,29,,723743,"$1,710B","$1,418 ",3.70%,$52 ,258,0.046,0.08,0.083,66,67,64,62%,1,0.302,0.648,0.051,"1,205.6M",30.90%,$14B,$10B
Bhutan,Asia,12/1/2010,0.02,41%,477,46,,,$2B,"$2,211 ",4.10%,$90 ,274,0.034,0.14,0.14,67,67,67,55%,1,0.298,0.657,0.045,0.7M,34.80%,$0B,$0B
Bangladesh,Asia,12/1/2010,0.02,35%,56153,19,,30756,$100B,$662 ,3.70%,$24 ,302,0.039,0.04,0.13,70,70,69,45%,1,0.317,0.637,0.046,151.1M,30.50%,$0B,$1B
Turkmenistan,Asia,12/1/2010,0.02,,53054,,,22675,$22B,"$4,393 ",2.10%,$95 ,,0.051,0.03,,65,69,61,63%,1,0.292,0.666,0.041,5.0M,48.40%,,
Maldives,Asia,12/1/2010,0.02,9%,1074,9,,,$2B,"$6,552 ",5.80%,$379 ,,0.011,0.27,0.104,77,78,76,152%,1,0.3,0.65,0.05,0.3M,40.00%,$2B,$0B
Mongolia,Asia,12/1/2010,0.02,24%,11511,13,,3454,$6B,"$2,286 ",6.30%,$143 ,192,0.029,0.10,0.201,67,71,63,93%,1,0.27,0.692,0.038,2.7M,67.60%,$0B,$0B
Kazakhstan,Asia,12/1/2010,0.02,29%,248729,19,,74443,$148B,"$9,068 ",4.30%,$398 ,271,0.019,0.32,,69,73,64,122%,1,0.249,0.684,0.067,16.3M,53.70%,$1B,$1B
Uzbekistan,Asia,12/1/2010,0.02,96%,104443,15,,43747,$39B,"$1,377 ",5.40%,$75 ,205,0.04,0.20,,68,71,65,76%,1,0.298,0.658,0.044,28.6M,36.20%,$0B,
Nepal,Asia,12/1/2010,0.02,32%,3755,31,,10218,$16B,$596 ,5.90%,$36 ,338,0.036,0.08,0.08,67,68,66,34%,1,0.371,0.58,0.049,26.8M,16.80%,$0B,$1B
Philippines,Asia,12/1/2010,0.03,44%,81591,37,,40512,$200B,"$2,140 ",4.20%,$90 ,195,0.025,0.25,0.077,69,72,65,89%,1,0.353,0.61,0.037,93.4M,45.30%,$3B,$4B
Cambodia,Asia,12/1/2010,0.03,21%,4180,102,,5024,$11B,$783 ,5.80%,$46 ,173,0.037,0.01,,71,73,68,57%,1,0.318,0.631,0.05,14.4M,19.80%,$1B,$0B
Pakistan,Asia,12/1/2010,0.03,31%,161396,21,,84311,$177B,"$1,022 ",3.00%,$30 ,560,0.073,0.08,0.14,66,67,65,57%,1,0.354,0.602,0.043,173.1M,36.60%,$1B,$1B
Kyrgyzstan,Asia,12/1/2010,0.03,31%,6399,10,,2805,$5B,$880 ,6.70%,$60 ,202,0.027,0.18,0.315,70,74,65,99%,1,0.3,0.655,0.044,5.4M,35.30%,$0B,$0B
Laos,Asia,12/1/2010,0.03,32%,1874,93,,,$7B,"$1,123 ",2.60%,$29 ,362,0.059,0.07,0.226,67,68,66,63%,1,0.368,0.595,0.037,6.4M,33.10%,$0B,$0B
Tajikistan,Asia,12/1/2010,0.03,84%,2860,27,,2370,$6B,$740 ,6.00%,$44 ,224,0.045,0.12,0.242,67,70,64,78%,1,0.359,0.608,0.033,7.6M,26.50%,$0B,$0B
Timor-Leste,Asia,12/1/2010,0.04,11%,183,110,,,$1B,$876 ,5.60%,$46 ,276,0.052,0.00,0.11,66,68,64,44%,1,0.473,0.496,0.031,1.1M,29.50%,$0B,$0B
Afghanistan,Asia,12/1/2010,0.04,36%,8236,7,,,$16B,$561 ,8.70%,$43 ,275,0.075,0.04,0.157,60,61,58,46%,1,0.486,0.492,0.022,28.4M,24.70%,$0B,$0B
Japan,Asia,12/1/2011,0.01,48%,,22,,461468,"$5,910B","$46,238 ",10.00%,"$4,641 ",330,0.002,0.79,0.015,83,86,79,102%,1,0.132,0.631,0.237,127.8M,91.20%,$13B,$40B
South Korea,Asia,12/1/2011,0.01,29%,,6,,260440,"$1,200B","$24,106 ",7.40%,"$1,652 ",225,0.003,0.84,0.058,81,84,78,108%,1,0.157,0.728,0.114,49.8M,82.00%,$17B,$22B
Macao SAR,Asia,12/1/2011,0.01,,,,,,$37B,"$67,062 ",,,,,0.60,0.053,80,82,78,248%,1,0.124,0.802,0.074,0.5M,100.00%,$39B,$1B
Singapore,Asia,12/1/2011,0.01,27%,,3,,33447,$274B,"$52,858 ",4.20%,"$2,144 ",84,0.002,0.71,0.054,82,84,80,150%,1,0.169,0.737,0.093,5.2M,100.00%,$18B,$21B
Thailand,Asia,12/1/2011,0.01,37%,,29,,119147,$346B,"$5,197 ",4.10%,$214 ,264,0.012,0.24,0.069,74,77,71,116%,1,0.189,0.72,0.091,66.6M,45.40%,$31B,$7B
China,Asia,12/1/2011,0.01,64%,,38,,2727728,"$7,320B","$5,446 ",5.10%,$274 ,358,0.013,0.38,0.066,75,76,74,72%,1,0.18,0.735,0.085,"1,344.1M",50.60%,$53B,$79B
North Korea,Asia,12/1/2011,0.01,,,,,19037,,,,,,0.024,,,70,73,66,4%,1,0.223,0.687,0.09,24.6M,60.30%,,
Georgia,Asia,12/1/2011,0.01,17%,,2,,3543,$14B,"$3,220 ",9.40%,$310 ,387,0.014,0.32,0.15,74,78,70,101%,1,0.174,0.684,0.142,4.5M,53.00%,$1B,$0B
Armenia,Asia,12/1/2011,0.01,39%,,8,,2716,$10B,"$3,422 ",3.70%,$127 ,500,0.015,0.32,0.178,75,78,71,108%,1,0.204,0.692,0.104,3.0M,63.40%,$0B,$1B
Hong Kong SAR,Asia,12/1/2011,0.01,23%,,3,,14894,$249B,"$35,211 ",,,80,,0.72,0.05,84,87,80,216%,1,0.119,0.749,0.132,7.1M,100.00%,$33B,$19B
Vietnam,Asia,12/1/2011,0.02,40%,,38,,61210,$136B,"$1,548 ",6.80%,$93 ,941,0.02,0.35,0.17,76,80,71,142%,1,0.231,0.703,0.065,87.8M,31.00%,$6B,$2B
Brunei,Asia,12/1/2011,0.02,17%,,101,,3832,$17B,"$41,060 ",2.20%,$917 ,96,0.008,0.56,0.055,78,80,76,109%,1,0.262,0.7,0.038,0.4M,75.90%,,
Myanmar,Asia,12/1/2011,0.02,,,,,14056,,,1.80%,$19 ,,0.042,0.01,0.163,65,67,63,2%,1,0.257,0.692,0.051,52.4M,31.90%,$0B,$0B
Sri Lanka,Asia,12/1/2011,0.02,113%,,37,,10421,$59B,"$2,836 ",3.30%,$93 ,256,0.009,0.15,0.094,74,77,71,88%,1,0.251,0.669,0.08,20.9M,18.30%,$1B,$1B
Malaysia,Asia,12/1/2011,0.02,34%,,6,,75907,$289B,"$10,049 ",3.80%,$384 ,133,0.007,0.61,0.049,75,77,72,128%,1,0.272,0.678,0.05,28.8M,71.70%,$20B,$10B
Azerbaijan,Asia,12/1/2011,0.02,40%,,8,,12561,$66B,"$7,190 ",5.00%,$359 ,225,0.032,0.50,0.19,71,74,68,110%,1,0.224,0.718,0.058,9.2M,53.60%,$2B,$2B
Bhutan,Asia,12/1/2011,0.02,41%,,36,,,$2B,"$2,524 ",3.70%,$94 ,274,0.033,0.21,0.14,68,68,67,66%,1,0.291,0.663,0.046,0.7M,35.60%,$0B,$0B
Indonesia,Asia,12/1/2011,0.02,32%,,48,,209009,$846B,"$3,470 ",2.90%,$99 ,266,0.026,0.11,0.124,70,72,68,103%,1,0.296,0.653,0.051,243.8M,50.70%,$9B,$9B
India,Asia,12/1/2011,0.02,63%,,29,,749447,"$1,880B","$1,540 ",3.90%,$62 ,254,0.045,0.10,0.102,66,68,64,73%,1,0.298,0.651,0.051,"1,221.2M",31.30%,$18B,$14B
Bangladesh,Asia,12/1/2011,0.02,35%,,19,,31294,$112B,$733 ,3.80%,$27 ,302,0.037,0.05,0.133,70,71,69,55%,1,0.311,0.642,0.047,152.9M,31.20%,$0B,$1B
Turkmenistan,Asia,12/1/2011,0.02,,,,,24710,$29B,"$5,725 ",2.10%,$114 ,,0.05,0.05,,65,69,61,104%,1,0.289,0.671,0.041,5.1M,48.70%,,
Uzbekistan,Asia,12/1/2011,0.02,98%,,14,,47755,$45B,"$1,545 ",5.60%,$91 ,205,0.039,0.30,,68,71,65,90%,1,0.293,0.664,0.043,29.3M,36.20%,,
Nepal,Asia,12/1/2011,0.02,32%,,29,,10391,$19B,$694 ,6.10%,$41 ,326,0.035,0.09,,68,69,66,49%,1,0.364,0.586,0.05,27.2M,17.20%,$0B,$0B
Maldives,Asia,12/1/2011,0.02,9%,,9,,,$2B,"$6,516 ",8.10%,$525 ,,0.01,0.34,0.102,77,78,76,160%,1,0.294,0.655,0.05,0.3M,41.20%,$2B,$0B
Mongolia,Asia,12/1/2011,0.02,25%,,13,,3607,$9B,"$3,181 ",6.00%,$190 ,192,0.028,0.13,0.166,67,71,63,107%,1,0.27,0.692,0.038,2.8M,68.50%,$0B,$0B
Kazakhstan,Asia,12/1/2011,0.02,29%,,19,,78101,$188B,"$11,355 ",3.90%,$458 ,188,0.018,0.51,,69,74,64,157%,1,0.252,0.683,0.066,16.6M,53.60%,$2B,$2B
Philippines,Asia,12/1/2011,0.03,45%,,36,,40452,$224B,"$2,357 ",4.40%,$105 ,195,0.025,0.29,0.067,69,72,65,99%,1,0.349,0.613,0.038,95.1M,45.00%,$4B,$6B
Pakistan,Asia,12/1/2011,0.03,35%,,21,,84845,$214B,"$1,215 ",3.00%,$36 ,560,0.072,0.09,0.144,66,67,65,62%,1,0.349,0.608,0.043,176.2M,37.00%,$1B,$2B
Cambodia,Asia,12/1/2011,0.03,21%,,102,,5333,$13B,$878 ,5.60%,$49 ,173,0.036,0.03,,71,74,68,94%,1,0.314,0.634,0.051,14.6M,20.00%,$2B,$0B
Kyrgyzstan,Asia,12/1/2011,0.03,33%,,10,,3097,$6B,"$1,124 ",6.20%,$71 ,210,0.025,0.20,0.402,70,74,66,116%,1,0.301,0.656,0.043,5.5M,35.30%,$1B,$1B
Laos,Asia,12/1/2011,0.03,32%,,93,,,$8B,"$1,266 ",2.80%,$35 ,362,0.057,0.09,,68,69,66,84%,1,0.362,0.601,0.037,6.5M,34.30%,$0B,$0B
Tajikistan,Asia,12/1/2011,0.03,85%,,24,,2395,$7B,$835 ,5.80%,$48 ,224,0.043,0.13,0.248,68,71,64,81%,1,0.358,0.61,0.032,7.8M,26.50%,$0B,$0B
Timor-Leste,Asia,12/1/2011,0.04,11%,,94,,,$1B,"$1,007 ",4.60%,$46 ,276,0.05,0.01,0.11,67,68,65,56%,1,0.469,0.5,0.032,1.1M,30.20%,$0B,$0B
Afghanistan,Asia,12/1/2011,0.04,36%,,7,,,$18B,$614 ,8.40%,$48 ,275,0.074,0.05,0.151,60,61,59,60%,1,0.481,0.497,0.022,29.1M,25.10%,$0B,$0B
Japan,Asia,12/1/2012,0.01,49%,,22,23,451501,"$5,940B","$46,566 ",10.10%,"$4,752 ",330,0.002,0.86,0.014,83,86,80,109%,1,0.131,0.625,0.244,127.6M,91.90%,$16B,$41B
Thailand,Asia,12/1/2012,0.01,37%,,29,18,,$366B,"$5,480 ",3.90%,$215 ,264,0.012,0.27,0.071,75,78,71,127%,1,0.185,0.721,0.094,66.8M,46.70%,$38B,$8B
Macao SAR,Asia,12/1/2012,0.01,,,,,,$43B,"$77,196 ",,,,,0.61,0.053,80,82,78,290%,1,0.122,0.8,0.077,0.6M,100.00%,$44B,$2B
South Korea,Asia,12/1/2012,0.01,29%,,6,6,263002,"$1,220B","$24,398 ",7.50%,"$1,703 ",207,0.003,0.84,0.054,82,85,78,109%,1,0.153,0.729,0.118,50.0M,82.10%,$20B,$22B
Singapore,Asia,12/1/2012,0.01,28%,,3,1,,$287B,"$54,025 ",4.70%,"$2,426 ",82,0.002,0.72,0.054,83,85,80,152%,1,0.165,0.738,0.097,5.3M,100.00%,$19B,$22B
China,Asia,12/1/2012,0.01,64%,,33,99,,"$8,230B","$6,093 ",5.40%,$322 ,338,0.012,0.42,0.06,76,77,74,81%,1,0.18,0.733,0.087,"1,350.7M",51.90%,$55B,
Hong Kong SAR,Asia,12/1/2012,0.01,23%,,3,2,,$263B,"$36,760 ",,,78,,0.73,0.05,84,86,81,229%,1,0.118,0.747,0.136,7.2M,100.00%,$38B,$20B
North Korea,Asia,12/1/2012,0.01,,,,,,,,,,,0.023,,,70,73,66,7%,1,0.22,0.688,0.092,24.8M,60.40%,,
Georgia,Asia,12/1/2012,0.01,17%,,2,9,,$16B,"$3,529 ",9.20%,$333 ,280,0.013,0.37,0.148,74,78,70,108%,1,0.176,0.681,0.143,4.5M,53.20%,$2B,$0B
